"","M_SNC_MST_RCNT_ACT_OPN","TOT_HI_CRDT_CRDT_LMT","RATIO_BAL_TO_HI_CRDT","AGRGT_BAL_ALL_XCLD_MRTG","N_OF_SATISFY_FNC_REV_ACTS","AVG_BAL_ALL_FNC_REV_ACTS","N_BANK_INSTLACTS","M_SNCOLDST_BNKINSTL_ACTOPN","N_FNC_INSTLACTS","N_SATISFY_INSTL_ACTS","M_SNC_MSTREC_INSTL_TRD_OPN","TOT_INSTL_HI_CRDT_CRDT_LMT","M_SNC_OLDST_MRTG_ACT_OPN","M_SNC_MSTRCNT_MRTG_ACT_UPD","M_SNC_MST_RCNT_MRTG_DEAL","N30D_ORWRS_RTNG_MRTG_ACTS","N_OF_MRTG_ACTS_DLINQ_24M","N_SATISFY_PRSNL_FNC_ACTS","RATIO_PRSNL_FNC_BAL2HICRDT","TOT_OTHRFIN_HICRDT_CRDTLMT","N_SATISFY_OIL_NATIONL_ACTS","M_SNCOLDST_OIL_NTN_TRD_OPN","N_BC_ACTS_OPN_IN_12M","N_BC_ACTS_OPN_IN_24M","AVG_BAL_ALL_PRM_BC_ACTS","N_RETAIL_ACTS_OPN_IN_24M","M_SNC_OLDST_RETAIL_ACT_OPN","RATIO_RETAIL_BAL2HI_CRDT","TOT_BAL_ALL_DPT_STORE_ACTS","N_30D_RATINGS","N_120D_RATINGS","N_30D_AND_60D_RATINGS","N_ACTS_WITH_MXD_3_IN_24M","N_ACTS_WITH_MXD_4_IN_24M","PRCNT_OF_ACTS_NEVER_DLQNT","N_ACTS_90D_PLS_LTE_IN_6M","TOT_NOW_LTE","N_DEROG_PUB_RECS","N_INQUIRIES","N_FNC_ACTS_VRFY_IN_12M","N_OPEN_REV_ACTS","N_FNC_ACTS_OPN_IN_12M","HI_RETAIL_CRDT_LMT","N_PUB_REC_ACT_LINE_DEROGS","M_SNC_MST_RCNT_60_DAY_RTNG","AUTO_HI_CRDT_2_ACTUAL","MRTG_1_MONTHLY_PAYMENT","MRTG_2_CURRENT_BAL","PREM_BANKCARD_CRED_LMT","STUDENT_HI_CRED_RANGE","AUTO_2_OPEN_DATE_YRS","MAX_MRTG_CLOSE_DATE","UPSCALE_OPEN_DATE_YRS","STUDENT_OPEN_DATE_YRS","FNC_CARD_OPEN_DATE_YRS","AGE","D_DEPTCARD","D_REGION_A","D_REGION_B","D_REGION_C","D_NA_M_SNC_MST_RCNT_ACT_OPN","D_NA_AVG_BAL_ALL_FNC_REV_ACTS","D_NA_M_SNCOLDST_BNKINSTL_ACTOPN","D_NA_M_SNC_OLDST_MRTG_ACT_OPN","D_NA_M_SNC_MST_RCNT_MRTG_DEAL","D_NA_RATIO_PRSNL_FNC_BAL2HICRDT","D_N_DISPUTED_ACTS","PURCHASE","UNIQUE_ID"
"11459",92,24300,5,1214,0,1728.33162193699,0,99.930935709739,1,0,128,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,607,0,165.627093872962,11.2529557030406,0,0,0,0,0,0,100,0,0,0,0,0,2,0,0,0,20.8802831142568,0,0,0,14500,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,74,0,1,0,0,0,1,1,1,1,1,0,0,1
"41737",2,259300,8.3,113430,1,3165,3,109,0,1,46,125000,171,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,2,3,1310,3,158,1.2,181,0,0,0,0,0,97.2,0,0,0,2,1,19,1,4300,0,20.8802831142568,0,25,100554,11000,0,2.33666142281372,3.14067227136849,4.79178082191781,2.48634096737679,1.28191739298384,73,1,0,0,0,0,0,0,0,1,1,1,1,6
"11316",23,11500,0,0,0,1728.33162193699,0,99.930935709739,0,0,42.1564612125492,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,1,0,0,165.627093872962,11.2529557030406,0,0,0,0,0,0,100,0,0,0,0,0,1,0,0,0,20.8802831142568,0,0,0,11500,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,22,0,0,0,0,0,1,1,1,1,1,0,0,7
"22563",9,33600,0.4,122,0,1728.33162193699,0,99.930935709739,0,0,42.1564612125492,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,1,1,61,0,71,0,0,0,0,0,0,0,100,0,0,0,1,0,6,0,600,0,20.8802831142568,0,0,0,17000,0,2.33666142281372,3.14067227136849,2.45753424657534,2.48634096737679,1.28191739298384,24,1,1,0,0,0,1,1,1,1,1,0,0,8
"76916",367,200,0,0,0,1728.33162193699,0,99.930935709739,0,0,42.1564612125492,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,2518.65422661871,0,367,0,0,0,0,0,0,0,100,0,0,0,0,0,1,0,200,0,20.8802831142568,0,0,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,34,1,1,0,0,0,1,1,1,1,1,0,0,9
"25263",29.8752999294284,0,36.0982772631237,0,0,1728.33162193699,0,99.930935709739,0,0,42.1564612125492,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,2518.65422661871,0,165.627093872962,11.2529557030406,0,0,0,0,0,0,80.8185633404105,0,0,0,4,0,0,0,0,2,20.8802831142568,0,0,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,68,0,1,0,0,1,1,1,1,1,1,0,0,15
"78940",5,363800,9.8,29681,3,0,0,99.930935709739,2,0,52,0,177,1,60,0,0,1,0,165900,0,187.545454545455,1,2,1941,0,364,0,0,4,0,5,0,0,74.2,0,0,0,1,3,18,0,400,0,41,0,1329,0,16700,0,2.33666142281372,4.37260273972603,7.53598050258877,2.48634096737679,1.28191739298384,71,1,0,1,0,0,0,1,0,0,0,0,0,16
"66251",64,3765,100,3765,0,1728.33162193699,0,99.930935709739,0,0,42.1564612125492,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,2518.65422661871,0,165.627093872962,11.2529557030406,0,0,43,0,0,0,0,1,3615,0,2,0,0,0,0,2,2,0,0,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,73,0,1,0,0,0,1,1,1,1,1,0,0,19
"49533",6,27552,26.1,7183,1,76,4,111,2,1,38,17152,131,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,3000,0,187.545454545455,1,1,2518.65422661871,0,348,0,0,0,0,0,0,0,92.3,0,0,0,1,1,2,0,7400,0,20.8802831142568,0,0,0,0,0,2.33666142281372,3.20387753574369,7.53598050258877,2.48634096737679,1.28191739298384,57,1,0,0,0,0,0,0,0,1,1,0,1,24
"45656",16,303837,23.7,27999,0,1728.33162193699,0,99.930935709739,0,0,42.1564612125492,0,19,0,26.6519337016575,0,0,0,52.1986768597471,147000,0,187.545454545455,0,2,4667,0,138,11.2529557030406,0,0,0,0,0,0,100,0,0,0,6,1,6,0,0,0,20.8802831142568,0,766,0,35000,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,100,0,1,0,0,0,1,1,0,1,1,1,1,25
"275",24,222753,10.4,4948,1,1728.33162193699,0,99.930935709739,1,0,46,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,1,1649,0,565,0,0,0,0,0,0,0,100,0,0,0,0,0,6,0,3000,0,20.8802831142568,0,0,0,12000,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,52,0,1,0,0,0,1,1,1,1,1,0,0,27
"70672",6,618077,31.9,29443,0,1728.33162193699,5,153,0,0,94,0,104,1,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,2,2,5346,0,165.627093872962,11.2529557030406,0,0,0,0,0,0,100,0,0,0,2,0,8,0,0,0,20.8802831142568,0,3149,0,18000,0,2.33666142281372,1.20547945205479,7.53598050258877,2.48634096737679,1.28191739298384,33,0,1,0,0,0,1,0,0,1,1,1,0,28
"58207",75,400,0,0,0,1728.33162193699,0,99.930935709739,0,0,42.1564612125492,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,2518.65422661871,0,75,0,0,0,0,0,0,0,100,0,0,0,0,0,1,0,400,0,20.8802831142568,0,0,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,39,1,0,0,0,0,1,1,1,1,1,0,0,29
"35794",12,22059,77.4,17072,0,1728.33162193699,0,99.930935709739,5,1,13,21559,36,0.668493150684932,14,10,8,1,77.9,0,0,187.545454545455,1,1,2518.65422661871,0,40,11.2529557030406,0,12,1,16,2,0,42.9,1,722,0,27,3,1,0,0,5,1,0,1703,0,0,0,2.33666142281372,2.70684931506849,7.53598050258877,2.48634096737679,2.45753424657534,44,0,1,0,0,0,1,1,0,0,0,0,0,30
"55979",21,4000,41,1642,0,1728.33162193699,0,99.930935709739,2,0,87,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,1,2518.65422661871,0,165.627093872962,11.2529557030406,0,1,0,1,0,0,50,0,0,1,5,0,1,0,0,9,55,0,0,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,62,0,1,0,0,0,1,1,1,1,1,0,0,31
"67179",29.8752999294284,0,36.0982772631237,0,0,1728.33162193699,0,99.930935709739,0,0,42.1564612125492,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,2518.65422661871,0,165.627093872962,11.2529557030406,0,0,0,0,0,0,80.8185633404105,0,0,0,0,0,0,0,0,1,20.8802831142568,0,0,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,53,0,0,0,1,1,1,1,1,1,1,0,0,32
"83742",14,25835,80.2,20720,0,1728.33162193699,1,86,2,1,14,25835,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,25835,1,85,0,0,2518.65422661871,0,99,11.2529557030406,0,1,0,1,0,0,46.7,0,0,1,16,1,0,0,0,14,36,0,1861,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,63,0,1,0,0,0,1,0,1,1,1,0,0,34
"1583",3,173544,77.8,24530,0,1728.33162193699,0,99.930935709739,2,2,6,30020,6,0,26.6519337016575,0,0,2,77.8,0,0,187.545454545455,2,3,2518.65422661871,0,165.627093872962,11.2529557030406,0,0,0,0,0,0,100,0,0,0,10,2,3,1,0,0,20.8802831142568,18779,1179,0,0,0,-0.791780821917808,-0.791780821917808,7.53598050258877,2.48634096737679,-0.791780821917808,45,0,0,0,0,0,1,1,0,1,0,0,0,35
"43694",41,132500,0.6,143,0,1728.33162193699,1,99,1,0,83,0,113,1,26.6519337016575,0,0,0,52.1986768597471,110000,0,187.545454545455,0,0,0,0,393,2.9,143,0,0,0,0,0,100,0,0,0,0,1,4,0,3000,0,20.8802831142568,0,1248,0,0,0,2.33666142281372,3.54246575342466,32.7945205479452,2.48634096737679,1.28191739298384,46,1,0,0,1,0,1,0,0,1,1,0,1,36
"15754",86,0,36.0982772631237,0,0,1728.33162193699,0,99.930935709739,1,0,86,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,2518.65422661871,0,165.627093872962,11.2529557030406,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.8802831142568,0,0,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,35,0,0,0,1,0,1,1,1,1,1,0,0,37
"21144",6,188134,50.9,22447,0,1728.33162193699,1,32,3,1,9,18723,74,0,26.6519337016575,0,0,0,52.1986768597471,162723,0,187.545454545455,2,2,0,1,91,19.7,452,0,0,0,0,0,94.1,0,0,0,2,2,6,1,1300,0,20.8802831142568,14875,0,0,13500,0,2.70387753574369,-0.544756344037727,2.78584474885845,2.48634096737679,1.28191739298384,28,1,1,0,0,0,1,0,0,1,1,0,0,39
"22017",29.8752999294284,0,36.0982772631237,0,0,1728.33162193699,0,99.930935709739,0,0,42.1564612125492,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,2518.65422661871,0,165.627093872962,11.2529557030406,0,0,0,0,0,0,80.8185633404105,0,0,0,2,0,0,0,0,0,20.8802831142568,0,0,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,68,0,0,0,1,1,1,1,1,1,1,0,0,40
"67729",409,200,0,0,0,1728.33162193699,0,99.930935709739,0,0,42.1564612125492,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,2518.65422661871,0,165.627093872962,11.2529557030406,0,0,0,0,0,0,100,0,0,0,0,0,1,0,0,0,20.8802831142568,0,0,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,37,0,0,1,0,0,1,1,1,1,1,0,0,41
"99724",6,55834,37.7,21068,0,1728.33162193699,2,154,0,0,118,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,2,6147,1,151,18.5,2324,0,0,0,0,0,100,0,0,0,2,0,10,0,6000,0,20.8802831142568,0,0,0,15000,0,2.33666142281372,3.14067227136849,2.53424657534247,2.48634096737679,1.28191739298384,72,1,0,0,0,0,1,0,1,1,1,0,1,46
"46324",8,74887,4,2971,2,42,1,66,1,0,29,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,1,0,2300,1,146,1,2,526,2,318,3.6,247,0,0,0,0,0,96.4,0,0,0,1,2,19,1,4000,0,20.8802831142568,0,0,0,10000,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,44,1,0,0,0,0,0,0,1,1,0,0,1,47
"63535",18,1100,0,0,0,1728.33162193699,0,99.930935709739,0,0,42.1564612125492,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,1,2518.65422661871,0,165.627093872962,11.2529557030406,0,0,0,0,0,0,100,0,0,0,0,0,1,0,0,0,20.8802831142568,0,0,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,47,0,0,0,0,0,1,1,1,1,1,0,0,48
"1965",27,344287,5.5,208516,1,1728.33162193699,2,61,2,0,30,0,248,0.668493150684932,26.6519337016575,0,0,1,52.1986768597471,0,0,187.545454545455,0,0,742,0,462,0,0,4,0,4,0,0,85.7,1,0,0,0,0,17,0,500,1,4,0,1155,0,15700,0,2.33666142281372,2.45662100456621,5.62739726027397,2.48634096737679,1.28191739298384,43,1,1,0,0,0,1,0,0,1,1,0,0,50
"10783",4,355229,84.1,118200,5,2804,0,99.930935709739,7,4,4,34529,126,0,26.6519337016575,0,0,2,92.8,38938,0,187.545454545455,0,0,10806,0,331,42.3,2240,0,0,0,0,0,100,0,0,0,3,8,19,2,3300,0,20.8802831142568,8259,777,0,25000,0,1.12328767123288,7.7041095890411,7.53598050258877,2.48634096737679,0.36986301369863,36,1,1,0,0,0,0,1,0,1,0,0,0,51
"54848",7,115600,80.1,7693,2,381,4,118,4,1,7,7700,69,0,26.6519337016575,0,0,0,52.1986768597471,9600,0,187.545454545455,0,0,2518.65422661871,0,165.627093872962,11.2529557030406,0,0,0,0,0,0,100,0,0,0,0,3,2,1,0,0,20.8802831142568,8000,739,0,0,0,3.96164383561644,3.79452054794521,7.53598050258877,2.48634096737679,1.28191739298384,52,0,0,1,0,0,0,0,0,1,1,0,0,52
"54595",29.8752999294284,0,36.0982772631237,0,0,1728.33162193699,0,99.930935709739,0,0,42.1564612125492,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,2518.65422661871,0,165.627093872962,11.2529557030406,0,0,0,0,0,0,80.8185633404105,0,0,21,0,0,0,0,0,20,20.8802831142568,0,0,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,47,0,0,0,0,1,1,1,1,1,1,0,0,55
"68563",29.8752999294284,0,36.0982772631237,0,0,1728.33162193699,0,99.930935709739,0,0,42.1564612125492,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,2518.65422661871,0,165.627093872962,11.2529557030406,0,0,0,0,0,0,80.8185633404105,0,0,0,0,0,0,0,0,1,20.8802831142568,0,0,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,43,0,1,0,0,1,1,1,1,1,1,0,0,57
"80902",3,127900,63.9,43357,0,1728.33162193699,0,99.930935709739,0,0,42.1564612125492,0,179,1,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,1,1,5906,1,25,0,0,0,0,0,0,0,100,0,0,0,0,0,5,0,1500,0,20.8802831142568,0,0,39957,11500,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,42,1,0,0,0,0,1,1,0,1,1,0,0,58
"8292",29.8752999294284,0,36.0982772631237,0,0,1728.33162193699,0,99.930935709739,0,0,42.1564612125492,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,2518.65422661871,0,165.627093872962,11.2529557030406,0,0,0,0,0,0,80.8185633404105,0,0,0,0,0,0,0,0,1,20.8802831142568,0,0,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,78,0,0,1,0,1,1,1,1,1,1,0,0,60
"26619",5,241900,15.6,135549,2,0,2,105,1,0,74,0,119,0.668493150684932,26.6519337016575,0,0,1,52.1986768597471,15000,0,187.545454545455,1,2,3330,0,298,0,0,0,0,0,0,0,96.8,1,0,0,2,1,16,0,1500,1,2,0,682,0,23000,0,2.33666142281372,3.95342465753425,7.53598050258877,2.48634096737679,1.28191739298384,63,1,0,1,0,0,0,0,0,1,1,0,0,61
"58417",13,3300,92.3,3047,0,1728.33162193699,0,99.930935709739,0,0,42.1564612125492,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,1,2518.65422661871,0,165.627093872962,11.2529557030406,0,2,0,2,0,0,33.3,0,0,0,0,0,2,0,0,0,20.8802831142568,0,0,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,69,0,0,1,0,0,1,1,1,1,1,0,0,66
"11664",14,0,36.0982772631237,0,0,1728.33162193699,0,99.930935709739,0,0,42.1564612125492,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,2518.65422661871,0,165.627093872962,11.2529557030406,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,11,0,0,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,42,0,0,1,0,0,1,1,1,1,1,0,0,68
"1977",25,27711,100,27711,0,1728.33162193699,0,99.930935709739,0,0,42.1564612125492,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,2518.65422661871,0,165.627093872962,11.2529557030406,0,1,10,2,0,0,0,1,27519,0,2,0,0,0,0,2,5,0,0,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,39,0,1,0,0,0,1,1,1,1,1,0,0,72
"21715",2,4346,7.8,338,0,1728.33162193699,0,99.930935709739,1,0,126,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,2,2518.65422661871,1,2,0,0,1,0,1,0,0,75,0,0,0,6,0,3,0,2000,0,20.8802831142568,0,0,0,0,0,2.33666142281372,3.14067227136849,-0.465521371360132,2.48634096737679,1.28191739298384,34,1,0,0,0,0,1,1,1,1,1,0,0,73
"45613",17,209157,33.2,19656,0,1728.33162193699,6,122,0,2,17,32857,193,0,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,2,0,218,0,0,0,0,0,0,0,100,0,0,0,0,0,9,0,2500,0,20.8802831142568,0,1074,0,14000,0,2.33666142281372,3.78904109589041,7.53598050258877,2.48634096737679,1.28191739298384,68,1,0,0,1,0,1,0,0,1,1,0,1,74
"36198",20,57448,49.8,6121,0,1728.33162193699,3,132,6,2,20,11299,114,0,9,4,4,0,52.1986768597471,11299,0,187.545454545455,0,0,2518.65422661871,0,97,0,0,4,0,4,0,0,70.6,2,0,0,6,2,1,0,1000,4,2,0,197,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,65,0,1,0,0,0,1,0,0,0,1,0,0,75
"83369",5,46217,45,20788,1,1728.33162193699,2,67,2,2,5,22717,171,0.668493150684932,26.6519337016575,0,0,2,88.9,15518,0,187.545454545455,0,0,0,0,123,0,0,0,0,0,0,0,100,0,0,0,1,2,6,2,500,0,20.8802831142568,15518,567,0,23000,0,0.53972602739726,6.95296803652968,10.2904109589041,2.48634096737679,0.457534246575342,28,1,0,0,1,0,1,0,0,1,0,0,0,76
"86804",29.8752999294284,0,36.0982772631237,0,0,1728.33162193699,0,99.930935709739,0,0,42.1564612125492,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,2518.65422661871,0,165.627093872962,11.2529557030406,0,0,0,0,0,0,80.8185633404105,0,0,0,1,0,0,0,0,0,20.8802831142568,0,0,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,72,0,1,0,0,1,1,1,1,1,1,0,0,77
"33099",9,138554,24.6,12490,0,1728.33162193699,2,93,1,1,40,15169,134,0,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,1,1,2276,0,286,11.2529557030406,0,0,0,0,0,0,100,0,0,0,0,0,6,0,0,0,20.8802831142568,0,725,0,11300,0,2.33666142281372,2.20547945205479,7.53598050258877,2.48634096737679,1.28191739298384,100,0,0,0,1,0,1,0,0,1,1,0,0,79
"99366",25,74693,5.5,18667,0,1728.33162193699,0,99.930935709739,0,0,42.1564612125492,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,17580,0,132,11.2529557030406,0,0,0,0,0,0,100,0,0,0,0,0,1,0,0,0,20.8802831142568,0,0,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,79,0,0,0,1,0,1,1,1,1,1,1,1,81
"76826",29.8752999294284,0,36.0982772631237,0,0,1728.33162193699,0,99.930935709739,0,0,42.1564612125492,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,2518.65422661871,0,165.627093872962,11.2529557030406,0,0,0,0,0,0,80.8185633404105,0,0,0,0,0,0,0,0,1,20.8802831142568,0,0,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,58,0,1,0,0,1,1,1,1,1,1,0,0,82
"13488",8,325042,3.8,6187,7,146,0,99.930935709739,4,1,57,28842,97,0,26.6519337016575,0,0,3,5.3,3500,0,187.545454545455,0,2,362,0,104,1.4,31,0,0,0,0,0,100,0,0,0,2,6,27,1,1200,0,20.8802831142568,0,1179,0,12500,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,48,1,0,0,1,0,0,1,0,1,0,0,0,86
"99726",7,22600,0,0,1,0,0,99.930935709739,1,0,58,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,1,52.1986768597471,0,0,187.545454545455,0,0,0,0,31,0,0,0,0,0,0,0,100,0,0,0,1,1,3,1,4200,0,20.8802831142568,0,0,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,41,0,1,0,0,0,0,1,1,1,1,1,1,87
"55371",29.8752999294284,0,36.0982772631237,0,0,1728.33162193699,0,99.930935709739,0,0,42.1564612125492,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,2518.65422661871,0,165.627093872962,11.2529557030406,0,0,0,0,0,0,80.8185633404105,0,0,0,1,0,0,0,0,0,20.8802831142568,0,0,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,54,0,0,0,0,1,1,1,1,1,1,0,0,89
"88685",223,0,36.0982772631237,0,0,1728.33162193699,0,99.930935709739,0,0,42.1564612125492,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,2518.65422661871,0,223,11.2529557030406,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,20.8802831142568,0,0,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,62,0,1,0,0,0,1,1,1,1,1,0,0,91
"85643",13,93600,21.4,8199,0,1728.33162193699,1,137,0,0,137,0,125,0,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,1,2733,0,151,0,0,0,0,0,0,0,100,0,0,0,0,0,6,0,600,0,20.8802831142568,0,583,0,12100,0,2.33666142281372,4.45753424657534,7.53598050258877,2.48634096737679,1.28191739298384,24,1,0,1,0,0,1,0,0,1,1,0,0,95
"36190",7,107369,72.9,85708,0,1728.33162193699,1,33,1,2,7,68169,175,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,43625,0,187.545454545455,0,1,8442,2,172,0,0,1,2,2,0,0,91.7,0,0,0,1,1,13,1,1500,1,70,0,314,0,12000,0,2.33666142281372,4.53972602739726,7.53598050258877,2.48634096737679,1.28191739298384,29,1,1,0,0,0,1,0,0,1,1,0,0,96
"46631",17,11500,10.7,1233,0,1728.33162193699,0,99.930935709739,0,0,42.1564612125492,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,1233,1,17,0,0,0,0,0,0,0,100,0,0,0,0,0,3,0,1500,0,20.8802831142568,0,0,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,59,0,0,1,0,0,1,1,1,1,1,0,1,98
"60109",29.8752999294284,0,36.0982772631237,0,0,1728.33162193699,0,99.930935709739,0,0,42.1564612125492,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,2518.65422661871,0,165.627093872962,11.2529557030406,0,0,0,0,0,0,80.8185633404105,0,0,0,0,0,0,0,0,16,20.8802831142568,0,0,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,60,0,0,0,0,1,1,1,1,1,1,0,0,100
"607",29.8752999294284,0,36.0982772631237,0,0,1728.33162193699,0,99.930935709739,0,0,42.1564612125492,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,2518.65422661871,0,165.627093872962,11.2529557030406,0,0,0,0,0,0,80.8185633404105,0,0,0,0,0,0,0,0,0,20.8802831142568,0,0,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,49,0,0,0,1,1,1,1,1,1,1,0,0,101
